Key,Value
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/groupadd.pyc]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/doc/libatomic_ops/readme_details.txt]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/distutils/tests/test_clean.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/lisp/emacs-lisp/check-declare.elc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/imagemagick-6/www/api/magickcore/fx_8c.html]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/doc/db5/gsg_db_rep/c/rywc.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/test/sha256.pem]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/lisp/mh-e/mh-print.el.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/elf_iamcu.xr]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/encodings/__pycache__/cp932.cpython-36.opt-1.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/texinfo/lib/libintl-perl/lib/locale/HASHta/macgreek.pm]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/gnutls_x509_crl_get_crt_count.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/elf64alpha_fbsd.xbn]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/armelfb_nbsd.xsc]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/elf32lriscv.xsc]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/test/test_asyncio/__pycache__/test_selector_events.cpython-36.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/perl/man/man3/encode::unicode.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/ntp/html/pic/pd_om006.gif]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/javax/net/ssl/keymanagerfactoryspi.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/gem/noaliasyamltree/format_time-i.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/16x16/actions/contact-new.png]->FILE_READ->[Any],3
[File: PATH-/usr/local/bin/zipdetails]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/test/test_threadedtempfile.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/netapi/rest_cherrypy/wsgi.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/nios2elf.xde]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/lisp/cedet/semantic/decorate/mode.elc]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/monit.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/gtk-3.0/gtk/gtkframe.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/test/test_extcall.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/xactivatescreensaver.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/addrinfo/ipv6_multicast%3f-i.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/perl/man/man3/user::pwent.3.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/boto_route53.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/gnutls_db_get_default_cache_expiration.3.gz]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/examples/curl/imap-append.c]->FILE_READ->[Any],2
[File: PATH-/usr/local/bin/ps2ps2]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/24x24/status/mail-signed.png]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man1/php-config.1.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/encodings/__pycache__/cp874.cpython-36.opt-1.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/m32relf_linux.xw]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/cups/templates/ja/option-pickmany.tmpl]->FILE_READ->[Any],2
[File: PATH-/usr/local/libexec/git-core/git]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/elf64_ia64.xwe]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man1/git-archive.1.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/automake-1.15/am/header-vars.am]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/doc/db5/api_reference/cxx/rep_set_limit_parameter.html]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python2.7/site-packages/urllib3/util/request.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/site_perl/mach/5.24/sys/termios.ph]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/etc/tutorials/tutorial.cs]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/curlopt_verbose.3.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/doc/ntp/miscopt.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/scalable/mimetypes/text-x-generic-symbolic.svg]->FILE_READ->[Any],2
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/h8300elf.xc]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/distutils/dir_util.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/java/zi/pacific/wake]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/32x32/places/folder-saved-search.png]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/emacs/25.3/etc/images/icons/allout-widgets/light-bg/opened.png]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/etc/themes/dichromacy-theme.el]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/java/zi/america/argentina/san_juan]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/licenses/oniguruma-6.7.1/catalog.mk]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/db5/api_reference/cxx/envget_memory_init.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man8/bounce.8.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/lisp/progmodes/fortran.el.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/m68klinux.xbn]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/tiff/v3.6.1.html]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/gir-1.0/avahi-0.6.gir]->FILE_READ->[Any],2
[File: PATH-/usr/local/include/gtk-3.0/gtk/gtktreednd.h]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python3.6/distutils/__pycache__/debug.cpython-36.opt-1.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/javax/swing/text/viewfactory.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/encodings/__pycache__/cp1258.cpython-36.opt-1.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/elf_i386_fbsd.xce]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/gtk-3.0/gtk/deprecated/gtkarrow.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/boto3/docs/collection.pyc]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python3.6/asyncio/__pycache__/protocols.cpython-36.opt-1.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/xsl/docbook/images/callouts/8.png]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/avro/layout.hh]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python2.7/test/multibytecodec_support.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/openssl/x509/name/hash_old-i.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/elf32lr5900.xn]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/22x22/actions/mail-send.png]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/subversion/dev/benchmarks/HASH/win_repo_bench.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/ruby/2.4/rdoc/generator/template/darkfish/fonts/lato-regular.ttf]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/js-17.0/jsversion.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/elf64btsmip_fbsd.xr]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/postgresql/server/access/commit_ts.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/aarch64cloudabi.xd]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/javax/management/standardmbean.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/vim/vim80/keymap/persian.vim]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/gem/resolver/molinillo/dependencygraph/add_child_vertex-i.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/elf64alpha.xc]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/locale/codes/langfam.pod]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/vim/vim80/compiler/bcc.vim]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/cups/templates/pt_br/trailer.tmpl]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/examples/curl/ftpgetresp.c]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python2.7/test/test_socketserver.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/javax/swing/jtogglebutton.h]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/ghostscript/9.16/lib/stc777pl.upp]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/gtk-3.0/gtk/gtkcolorchooserwidget.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/libdata/pkgconfig/gail-3.0.pc]->FILE_READ->[Any],2
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/pruelf.xu]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/botocore/__init__.pyc]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/icons/adwaita/48x48/apps/utilities-terminal.png]->FILE_READ->[Any],2
[File: PATH-/usr/local/include/at-spi-2.0/atspi/atspi-private.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/java/security/interfaces/dsakeypairgenerator.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/vim/vim80/doc/usr_20.txt]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/csv/row/key%3f-i.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/news.x]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/xcursorlibraryloadimages.3.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/doc/tiff/v3.9.1.html]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python2.7/site-packages/urllib3/connectionpool.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/test/test_univnewlines2k.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/db5/gsg/cxx/deleteentrywcursor.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/locale/hu/lc_messages/gdk-pixbuf.mo]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/test/test_cookielib.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/aspell-0.60/isHASH.cmap]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/x11/extensions/xdamage.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/java/security/nosuchproviderexception.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/git-core/contrib/subtree/git-subtree.sh]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/curses/__pycache__/panel.cpython-36.opt-2.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/24x24/emblems/emblem-photos.png]->FILE_READ->[Any],3
[File: PATH-/usr/local/lib/gcc6/include/c++/java/security/intersectingdomaincombiner.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/array/sort-i.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/utils/winapi.pyc]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/icons/adwaita/16x16/actions/media-eject.png]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/doc/ruby24/changelog-2.2.0]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/h8300sxelf_linux.xc]->FILE_READ->[Any],2
[File: PATH-/tmp/tmp.gmnejd]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/babel/locale-data/mk_mk.dat]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/armelfb_nacl.xbn]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/utils/fsutils.pyc]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python3.6/test/test_importlib/import_/__pycache__/test_relative_imports.cpython-36.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/elf64ltsmip.xdwe]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/etc/images/low-color/print.xpm]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/db5/api_reference/cxx/db_replicate.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/atk-1.0/atk/atkgobjectaccessible.h]->FILE_READ->[Any],2
[File: PATH-/usr/local/man/man3/xfilterevent.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/etc/srecode/wisent.srt]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/lisp/format.el.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/imagemagick-6/www/api/magickcore/stream_8c.html]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/vim/vim80/doc/if_tcl.txt]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/xml/docbook/4.5/changelog]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/imagemagick-6/magick/splay-tree.h]->FILE_READ->[Any],3
[File: PATH-/usr/local/lib/python3.6/test/test_tk.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/javax/security/auth/refreshable.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/256x256/status/user-invisible.png]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/licenses/alsa-lib-1.1.2/lgpl21+]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/java/zi/asia/kathmandu]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/site_perl/mach/5.24/sys/soundcard.ph]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/test/__pycache__/test_unicode_file.cpython-36.opt-1.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/armelfb_nbsd.xdwe]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/javax/accessibility/accessibletable.h]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/emacs/25.3/lisp/calc/calc-cplx.elc]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/emacs/25.3/etc/images/smilies/medium/grin.xpm]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/java/util/concurrent/exchanger.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/locale/bs/lc_messages/atk10.mo]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/perl/man/man3/pod::simple::html.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/lisp/eshell/em-xtra.el.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/boost/algorithm/string/detail/formatter_regex.hpp]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/test/ssltests.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/gtk-3.0/gtk/gtkfilefilter.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/lisp/gnus/spam-stat.elc]->FILE_READ->[Any],1
[File: PATH-/usr/local/bin/libwmf-config]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/licenses/autoconf-2.69_1/autoconf_configure_script_exception]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/icons/adwaita/16x16/actions/system-shutdown.png]->FILE_READ->[Any],3
[File: PATH-/usr/local/lib/python3.6/test/test_import/data/circular_imports/subpkg/__pycache__/subpackage2.cpython-36.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/__pycache__/threading.cpython-36.opt-2.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/ntp/drivers/driver40-ja.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/gnutls_x509_crl_set_next_update.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/vga_setegacolor.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/etc/images/gud/pstar.pbm]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/daemons/test/test_master.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/java/rmi/server/remoteobject.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/js-17.0/jstypes.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/db5/api_reference/c/mempget_ftype.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/imagemagick-6/www/api/magickcore/signature_8c.html]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/doc/docbook-xsl/fo/xref.label-title.separator.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/docbook-xsl/html/admon.textlabel.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/examples/openpgm/heatmap.c]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/boto_lambda.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ghostscript/9.16/lib/gs_lgx_e.ps]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/nettle/dsa.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/ruby/2.4/yaml/store.rb]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/encodings/utf_16_le.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/lisp/cedet/semantic/lex.el.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/test/test_file.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/distutils/msvccompiler.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/etc/srecode/getset-cpp.srt]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/scalable/devices/media-optical-cd-audio-symbolic.svg]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/doc/db5/gsg/cxx/putentrywcursor.html]->FILE_READ->[Any],1
[File: PATH-/etc/periodic/daily/150.clean-hoststat]->FILE_READ->[Any],4
[File: PATH-/usr/local/share/emacs/25.3/lisp/calendar/cal-islam.elc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/subversion/dist/_gnupg.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/bin/dropuser]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/csv/row/delete_if-i.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/db5/api_reference/cxx/mutexset_init.html]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/licenses/help2man-1.47.6/gplv3]->FILE_READ->[Any],3
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/shlelf64.xr]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/lisp/net/eudc.elc]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/gnutls_privkey_verify_seed.3.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python2.7/encodings/iso2022_jp.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/texinfo/lib/libintl-perl/lib/locale/recode/_aliases.pm]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/locale/bn_in/lc_messages/gtkHASHties.mo]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/etc/ses-example.ses]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/pcreapi.3.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/include/boost/compute/interop/opengl/acquire.hpp]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/licenses/libffi-3.2.1_2/catalog.mk]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/vim/vim80/indent/eiffel.vim]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/zsh/5.4.2/functions/completion/solaris/_svcs_fmri]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/java/sql/sqlexception.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/postgresql/timezone/asia/vientiane]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/locale/cs/lc_messages/avahi.mo]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/emacs/25.3/lisp/language/hanja-util.elc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/xml/docbook/4.3/calstblx.dtd]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/lisp/progmodes/ebnf-dtd.el.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/freetype2/freetype/ftbbox.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/daemons/flo/maint.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/javax/sql/rowsetlistener.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/16x16/devices/ac-adapter.png]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/ri/2.4/system/fiddle/cstructentity/new-c.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/bamboohr.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/cups/templates/fr/admin.tmpl]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/doc/db5/api_reference/c/envget_lg_regionmax.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/java/security/spec/rsaprivatekeyspec.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/32x32/actions/go-up.png]->FILE_READ->[Any],3
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/stormpath.pyc]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/doc/postfix/postfix.1.html]->FILE_READ->[Any],1
[File: PATH-/tmp/tmp.crmrmu]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/namecheap_domains.pyc]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/gir-1.0/pango-1.0.gir]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/xlisthosts.3.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/perl5/5.24/perl/man/man3/pod::simple::search.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/16x16/places/folder-videos.png]->FILE_READ->[Any],3
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/armnto.xbn]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/site_perl/mach/5.24/sysdecode.ph]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/elf64tilegx.xsce]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/256x256/mimetypes/x-office-presentation.png]->FILE_READ->[Any],2
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/armelfb_fuchsia.xwe]->FILE_READ->[Any],1
[File: PATH-/usr/local/bin/lz4]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/cups/templates/fr/help-printable.tmpl]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/ri/2.4/system/bigdecimal/sub-i.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/perl/man/man3/pod::simple::pullparsertexttoken.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/16x16/actions/format-justify-fill.png]->FILE_READ->[Any],3
[File: PATH-/usr/local/lib/python2.7/site-packages/boto/ec2/keypair.pyc]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/gcc6/include/c++/java/util/concurrent/scheduledthreadpoolexecutor.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/io/uncompress/adapter/bunzip2.pm]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/test/test_sha.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/bin/ps2pdfwr]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/zsh/5.4.2/functions/completion/unix/_directories]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/tiff/man/tiff2rgba.1.html]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/icons/adwaita/22x22/status/audio-volume-low.png]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/doc/postfix/tlsmgr.8.html]->FILE_READ->[Any],1
[Network Connect: Localhost--127.0.0.1:20789]->NET_CONNECT->[Any],1
[File: PATH-/usr/local/lib/imagemagick-6.9.9/modules-q16/coders/miff.so]->FILE_READ->[Any],3
[Network Connect: Localhost--127.0.0.1:46171]->NET_CONNECT->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/perl/man/man3/pod::simple::simpletree.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/java/zi/america/guayaquil]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/git-core/contrib/persistent-https/readme]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/etc/images/up-node.xpm]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/xml/sax/__init__.pyc]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/icons/adwaita/48x48/status/audio-volume-medium.png]->FILE_READ->[Any],3
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/elf64btsmip_fbsd.xsc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/22x22/status/network-idle.png]->FILE_READ->[Any],3
[File: PATH-/usr/local/lib/python2.7/configparser.pyc]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/x11/locale/zh_cn.gbk/xlc_locale]->FILE_READ->[Any],1
